Code,Pro_name,Unit_price
2173,LEQCACQN,67.25
2174,KDEVQXEH,94.27
2175,VIRQFQKV,100.0
2176,JYBOAOTA,99.25
2177,WBSXENWU,103.48
2178,DJULZKHM,67.51
2179,RJITWCLM,116.58
2180,ZABNOQRM,8.18
2181,PRODPGEX,37.15
2182,CULGHQQH,28.93
2183,RIKDASAY,8.78
2184,TBQWVPDU,66.7
2185,EWKUORWV,29.88
2186,KPLVVHBC,70.0
2187,NWTWANXV,5.91
2188,HALHWLIL,49.26
2189,OHYEJSUG,14.57
2190,SWWIDLKJ,106.38
2191,HGNSYIQT,60.71
2192,SVTGOSTU,20.53
2193,OWRVQQUG,88.72
2194,PLBSQGPM,92.28
2195,BWIZJCXN,85.28
2196,LBVPFINL,36.46
2197,ZQPQZXHM,80.77
2198,JOQBYCHP,85.33
2199,EIHXFBKX,20.3
2200,AHCTUODH,108.75
2201,QHTMKBVB,66.24
2202,PXUIRGSL,1.45
2203,PEYSBNFG,96.03
2204,KICHRRAL,85.01
2205,QTSCGEWS,90.1
2206,PYTDMAUK,31.02
2207,WWXDXYWZ,29.68
2208,GIWRICCJ,108.71
2209,ECQSTHQC,79.23
2210,SVXZSKDD,113.8
2211,KKZVZOLQ,8.29
2212,EAHATHKW,6.16
2213,ZMSYAXGE,71.27
2214,RHKGBGJN,13.4
2215,XADUISKC,104.62
2216,LUKYXHIS,66.43
2217,QGRZSUHA,50.13
2218,PMYPEFPB,14.26
2219,ZSASEAOW,60.74
2220,UDQGCRYT,57.85
2221,RWVNQDAW,36.52
2222,EXNHBYCH,8.74
2223,ZIZLZZOC,118.01
2224,WSDEBFDH,92.39
2225,KKLFXCBU,25.63
2226,KIILBJJI,29.84
2227,CVKGUGWO,13.36
2228,NFRNCLOQ,90.09
2229,WSGIBNHG,29.66
2230,JTYSEDLO,56.82
2231,JOPTXGEW,55.21
2232,SLHDRCNU,71.17
2233,YAUOILAF,56.51
2234,REDEIVTJ,13.81
2235,AVKWVBON,93.6
2236,JXKLFPHO,102.21
2237,JIMZTFWZ,95.3
2238,TCCTKYYQ,26.79
2239,LQVKEVFW,28.0
2240,TZQZNGUD,27.22
2241,BDFEJQXP,5.17
2242,HWWGWXEU,7.56
2243,EXTDAQBB,100.64
2244,QBGYNEXA,103.03
2245,TYDFUPUW,107.35
2246,CEMDRABY,39.31
2247,FCOUKIOL,118.36
2248,AMDJMBVE,56.58
2249,GCJODULX,111.0
2250,RZQGVOUY,19.81
2251,UGPRPYTD,43.65
2252,QXDQQTUL,21.43
2253,QANHQCKY,90.96
2254,MKIIEBZZ,42.76
2255,TIYIIAMI,31.42
2256,NJVOPVRO,59.85
2257,TDWKOUZI,19.81
2258,BGDIZODI,97.1
2259,VGPVTZYI,109.24
2260,WGWDKFWM,26.04
2261,ZXUNOMCQ,10.59
2262,KJZIECOY,79.02
2263,ELORCENJ,4.06
2264,LAZOINCY,105.58
2265,CVIPWRPY,73.48
2266,IPGYVKII,3.76
2267,RGFEZQKL,10.43
2268,RPIOZOIB,55.53
2269,CNWUYGJC,71.19
2270,QFDZUEEL,36.36
2271,XOODICWO,29.48
2272,IVJHZGBW,17.3
2273,LPTJDRCG,78.17
2274,YFYGXCHH,9.27
2275,BHAEEXEN,57.49
2276,QMQVZEXO,108.36
2277,NUAEQRWE,99.65
2278,ISLBSZED,10.59
2279,GOLETKYZ,79.82
2280,OHSOMSUN,69.09
2281,BSIVGRTW,48.02
2282,FGCMVBGT,29.21
2283,TKDWESIZ,104.78
2284,NGHIHMSX,47.06
2285,WYYTKGNY,11.41
2286,IAUZAVGA,18.23
2287,HMWPLZUC,50.24
2288,UADFLROY,17.01
2289,CKCUKSOP,47.17
2290,RDNQLPUY,6.62
2291,YYBILHOP,28.74
2292,QGCMHXCI,10.22
2293,STOWZQPS,54.91
2294,RXNWWVFU,45.08
2295,MTUSBIPO,36.43
2296,ZZYHWFKZ,119.2
2297,POVJVSBF,56.78
2298,HWCAZTKI,100.92
2299,RRTUOFOP,54.46
2300,CBNHWJCV,51.92
2301,DHXGXBDJ,110.05
2302,QNVQZBPU,83.01
2303,LKCTWLLE,106.38
2304,TTURCRVH,106.27
2305,WWMAXEHZ,71.43
2306,HGXXBCRV,82.1
2307,JKHXQNEM,88.65
2308,KPPBFDQQ,85.84
2309,IVUHBXGO,62.26
2310,CODXIELB,1.01
2311,QVARXNVO,114.36
2312,KMGZFGNE,112.55
2313,CLRAOIZA,101.52
2314,WJJJEQBI,86.53
2315,VKQRIAEN,99.53
2316,JYJUWWAY,29.08
2317,KQRCUYGY,20.77
2318,LKEPVHEX,72.43
2319,WKCHQITG,107.0
2320,NIPTDUWN,64.16
2321,WLREHQAE,36.4
2322,WZIUHYSO,33.72
2323,NEAWRFOF,82.61
2324,JJBVGDMS,96.76
2325,ODDARKQR,103.15
2326,FQQLSIGR,95.83
2327,GVWAUYUP,85.9
2328,BWAEANEQ,27.61
2329,MKSDSKQY,45.93
2330,JQGTVLVM,59.83
2331,OQKSPJCM,76.3
2332,NRSBNRVP,108.28
2333,TWEUQHQC,13.05
2334,PBUQRDKM,3.79
2335,OSUTMBIK,72.8
2336,TRBMNSUV,52.99
2337,MMFFPDNI,118.33
2338,HUOAEZKP,11.57
2339,SOJZJDHK,102.01
2340,SDMDMDGU,55.6
2341,FRIKVECQ,1.68
2342,LWFUHVEY,84.18
2343,KWYOOEGU,17.89
2344,ZCUJVDUO,67.43
2345,MMUCKTMN,17.67
2346,DNDNIOCY,33.02
2347,NIWULUUG,94.08
2348,WPJIPNBA,116.79
2349,VJQOHDGN,107.09
2350,CWTVPELJ,11.98
2351,NBPASBGR,82.02
2352,CPHESWEQ,40.63
2353,XCYVPSTC,102.23
2354,AUQZZRKJ,117.33
2355,VPEOOSSN,57.66
2356,BHZPRAHJ,35.0
2357,TBASKBRY,90.96
2358,ZLKFONYY,47.01
2359,ZWDNGXAT,108.78
2360,PAAVUHRO,78.91
2361,WNLMFIQR,88.12
2362,EYWYBNJK,95.04
2363,VZWHIWYT,67.91
2364,WSKSVKWH,37.7
2365,IQLZNHES,94.06
2366,BLZOVAKH,90.55
2367,AOTELHTP,113.71
2368,QDZXKECD,99.07
2369,LKWRKTZD,78.39
2370,QZKCGAES,6.54
2371,TRSWXZFT,2.51
2372,IWSFIGSM,58.16
2373,BITHHCIA,49.28
2374,JRVOVFXR,100.66
2375,YJINAVRY,62.35
2376,ELOYHKRQ,28.04
2377,JMHEECGH,68.66
2378,XLWMBEAZ,107.89
2379,CKHTOCIG,17.22
2380,VIJYGZXW,2.34
2381,OJWHNMID,28.49
2382,MJRCHSHP,77.12
2383,OYFKDMBM,116.9
2384,AIGOJNOQ,34.17
2385,DCSQBLBG,43.03
2386,NNANMABE,51.09
2387,JUXKAHDU,80.46
2388,KPDBYQTF,37.55
2389,YNTCANFQ,86.14
2390,ZJPJDMHY,99.7
2391,ROXAVARB,52.77
2392,ITGJXPWM,64.56
2393,SZWSTDLH,4.7
2394,WBQNKTQY,116.94
2395,UXJHEKVO,37.0
2396,CVCMDJBL,66.13
2397,MOBXKGCR,99.26
2398,EMZQRWCJ,118.48
2399,AGKIBCRC,113.32
2400,SFYLNHBS,35.93
2401,FLYKTPLX,98.94
2402,EKMIVYZH,36.51
2403,TOMAFPAN,14.79
2404,EAKJMYOA,26.36
2405,UVBZBFWQ,30.45
2406,KTXCUBUF,100.63
2407,UXYLFILZ,19.05
2408,GTNFUKUY,23.21
2409,DECRFKTJ,34.75
2410,NYCSRDQA,89.58
2411,EJIITSVE,73.51
2412,VDFIYFIT,78.22
2413,ZJWIPJUP,77.58
2414,FQNULNTO,34.38
2415,PHLZCQAS,103.3
2416,ISJOJLRX,40.31
2417,EWPQHXSQ,119.41
2418,VZRPHUAN,8.28
2419,KLYHZXKF,86.31
2420,TZKGVJKH,102.37
2421,GQBQMEJR,75.7
2422,NJUZATMX,101.68
2423,EKJTXRAZ,73.27
2424,EJJFJXYJ,115.03
2425,MWSOYFEI,80.26
2426,RDTSNKUN,2.57
2427,VUNBIVTJ,32.24
2428,PDPTTNYQ,92.83
2429,NUKZTPNQ,37.22
2430,KMCXORTU,120.17
2431,IXEWOGVK,80.58
2432,KHYMJUHB,109.68
2433,JKQJVGRR,104.68
2434,WUOUUKZR,1.08
2435,QSIXUSWJ,45.29
2436,ZGDMKOGP,7.43
2437,GUEEVOKT,21.75
2438,DGHQQQFH,2.18
2439,XSNSMGET,54.33
2440,NTGDWRJH,15.41
2441,BSGSJYID,29.92
2442,MMWJSPMF,56.78
2443,VWUQGJWG,114.18
2444,ZJUYKUKE,34.53
2445,GMXQXUJA,48.25
2446,ONZKQXYJ,110.08
2447,FNURJJEW,39.47
2448,OFVVRAPM,114.28
2449,LFUMJKSR,103.61
2450,XJSERORB,100.43
2451,SBVAZMNF,57.8
2452,ZQSLWQAE,40.82
2453,WBGMNTFM,101.73
2454,GWMSGKCE,26.07
2455,REWESAOP,68.18
2456,XJEGIXPE,66.59
2457,WZGSUOJD,21.93
2458,NZJNUFJR,53.31
2459,PWZWFSGP,65.75
2460,INLLMNEX,102.18
2461,VFNJBJVE,21.08
2462,PMPLSFNA,2.32
2463,MHMBYISZ,35.04
2464,EDLTRSGR,62.67
2465,CLGCVGSF,30.44
2466,IYEKWRDL,42.18
2467,LPRQBRVU,49.44
2468,WORBCFLB,97.39
2469,DXDWGOPW,116.64
2470,YQRNQPBP,20.1
2471,AMHOLYJH,88.84
2472,GZOYIEOK,88.99
2473,CQNAVZFV,110.18
2474,MCKIVXQK,49.85
2475,DUZZDQUO,5.03
2476,MTMQLCAS,49.5
2477,QQOPGKWY,5.97
2478,AJTTINQQ,109.67
2479,PTAOTGRF,34.6
2480,JRJYZHJG,117.32
2481,GTLUSQKQ,84.57
2482,VRCSEXXL,5.54
2483,SNUCUTYE,63.57
2484,WDZYLLGK,61.86
2485,PTLSGQZK,39.54
2486,TXCUXMIZ,115.44
2487,IDBNNMUC,19.4
2488,INYWCGYM,23.42
2489,CYGYKPJA,97.23
2490,UHVWTJSM,87.4
2491,IFYPTYUL,18.32
2492,QDEEQMJA,100.79
2493,EYFPSOGA,5.32
2494,MUUROSKZ,117.89
2495,MLZDLKGM,93.55
2496,RDAVJTTX,89.13
2497,YZXFJTCI,8.09
2498,ZOHHOTHO,67.37
2499,LEDVEYPF,77.95
2500,VJXQFKMF,1.37
2501,AWYDAWMY,3.86
2502,TGGFOGKM,63.66
2503,IVQSXSQU,104.85
2504,RNCCMYAE,107.45
2505,LCWICACW,12.23
2506,DAAVWKXH,5.49
2507,RWOCFCVF,8.74
2508,QQZQJOVS,110.4
2509,VPSTIHJP,119.33
2510,ANUBRIHY,17.36
2511,YJBACZJH,16.64
2512,IRINLJMI,88.17
2513,CPVVWNUG,49.26
2514,LWIABJUK,82.61
2515,FEQDJAZH,46.86
2516,SCROWEUD,89.56
2517,UTBSAROY,57.55
2518,SUEQHIUA,62.58
2519,ONUFYELX,59.07
2520,WEAFVNKW,34.71
2521,FPYWUDFU,7.34
2522,FYFUFLZA,97.41
2523,CGEWVILY,106.56
2524,PXNVBBFJ,79.07
2525,IGNTKLFX,115.08
2526,DFBEYFSW,27.75
2527,KNFUBELE,87.14
2528,LBMWGRHL,49.6
2529,JXWFHXSE,21.13
2530,XFGGXXIK,77.17
2531,MVAPEBRP,44.58
2532,PRPVUNQG,22.27
2533,BQNICHPM,68.38
2534,YAPVLOMD,55.03
2535,VRYTVWDT,100.81
2536,MPLOFDUO,14.42
2537,KAMIPVJF,84.11
2538,FYIEJHXX,60.94
2539,DHBJDQEW,67.8
2540,CTLYYJUE,91.04
2541,IORREQDJ,37.74
2542,TSMYJKVE,118.61
2543,CHOMTQOE,41.6
2544,UJVXWCAA,9.37
2545,QHSUNNQT,82.97
2546,NIZAZNMW,20.6
2547,NPKHRKPP,106.43
2548,XPLRFAZG,95.99
2549,REBONTHI,29.11
2550,IHYUOKMR,93.74
2551,HAFRVLHC,63.51
2552,DXIUFTGL,65.24
2553,PCFFOOSC,106.73
2554,TUHGPJDO,85.57
2555,XCEYHXLL,7.28
2556,AQCBMFZA,51.93
2557,OVLTGNUN,41.86
2558,AKBONEVR,89.66
2559,TAYXTDAQ,81.65
2560,YGJMSKXR,58.05
2561,YCSANGZC,54.4
2562,HJIURNVB,25.14
2563,HZWSEWXL,99.99
2564,FUQBYLIH,73.71
2565,GVRERHNP,3.08
2566,FSFVMFLB,26.06
2567,UYGEAHJL,5.95
2568,MNCVWFFC,23.63
2569,BFYQQEUX,11.03
2570,IMINYFUC,73.17
2571,LDTQWYXR,53.01
2572,MYUZMBII,31.38
2573,PRWZPRUV,15.07
2574,YRBXTWRS,83.71
2575,GFFBOEHX,17.75
2576,DARLOWOZ,66.48
2577,IJVAJZGL,27.93
2578,WAOGKQHH,38.63
2579,DHCMKPBA,32.81
2580,HLRZOEWL,52.36
2581,OLZPMUMF,90.28
2582,CMOMXWOV,23.72
2583,RRBWZUHE,91.59
2584,KKBHCKPR,37.94
2585,ODTZYRBZ,88.42
2586,HRYMECQO,43.86
2587,VPHISZMB,14.22
2588,CBJWYZJA,31.99
2589,RAQWGHSH,89.69
2590,WINTAUKU,104.74
2591,CBCMTXHV,22.99
2592,IAPCPQPG,86.16
2593,BBYDCUFP,31.68
2594,UMSJUCQU,85.6
2595,VNZLEILR,1.1
2596,BTXBHNDF,96.57
2597,UYAQNTCD,67.1
2598,BLUYATAQ,59.86
2599,UWHVBAQP,3.6
2600,BCKLATZM,42.57
2601,DEKTYUUF,1.06
2602,ARAECNBW,31.85
2603,GOHRBGTP,53.13
2604,LWHXLXVV,43.14
2605,YWBDRVOR,61.6
2606,FBBLRXIQ,32.57
2607,BUHRAPTZ,5.12
2608,IJGVUPRD,70.8
2609,PXNKYDIB,60.88
2610,YCCFSMNK,57.58
2611,CVYNGQZP,113.39
2612,KVYBQPCP,55.94
2613,IWSJVKYH,52.1
2614,RDCSOBFR,91.6
2615,GGTDYZJG,58.43
2616,ZCZEEKOK,49.66
2617,XJTRIVTV,46.4
2618,VERDYMRQ,101.91
2619,KMBCXQDJ,78.33
2620,FVNVOCDD,67.75
2621,UYOPKGVB,67.74
2622,MCSWLIRL,53.04
2623,AYLMLBPS,56.48
2624,IYHCCNXE,94.62
2625,NSMMRJSJ,5.98
2626,VAIDUUZS,61.48
2627,DYIDNAPQ,104.4
2628,NBVIYZSQ,44.41
2629,BKBWXHZW,45.32
2630,LWKOQXCT,113.76
2631,OMXXCNUB,5.98
2632,XSDMJIKW,48.69
2633,PIOJFHNC,11.88
2634,CBFSHYLT,57.31
2635,YVBREPTL,55.21
2636,ISEXGHBG,23.88
2637,HWZDRHKE,71.57
2638,OGZJEUNY,7.69
2639,QGVODRNT,31.19
2640,HPJEVSQC,115.29
2641,YWQVHXEE,74.48
2642,ZOHMQLBW,7.3
2643,XGOUCXBN,24.5
2644,TSESPWTQ,11.72
2645,FAXCGOUF,34.72
2646,DKZMHOGX,7.38
2647,WGWKUJVD,5.73
2648,WFJQSOAG,109.25
2649,AZATXZAK,96.14
2650,LJLJYTGY,83.11
2651,QNOOVUPG,59.96
2652,MECLGGYO,118.94
2653,GTRSVTPE,20.16
2654,IBZYPJAR,85.61
2655,BFHIWOPY,90.92
2656,WNUJKYVT,64.29
2657,OJUQIRVZ,112.32
2658,MIDORSLH,81.77
2659,JOZPRGET,46.73
2660,LDWEGMXM,47.4
2661,INBIZMKA,63.08
2662,AYXOGQKR,17.15
2663,GKMMVKQC,101.71
2664,ZRHVFPLX,1.66
2665,RSOZZRAO,76.61
2666,KCYHGVRL,107.12
2667,CQBRUEFA,70.28
2668,KMUYMRJX,45.14
2669,TVRHYTFS,88.06
2670,IONWOYVI,59.04
2671,PSPVFQBO,12.32
2672,USMBGSEP,33.24
2673,YSKUJDVG,106.74
2674,NOVGXTGH,88.44
2675,AHAUBSIL,38.23
2676,BXDATEBS,91.13
2677,IUKHRCIN,41.71
2678,NDYFYPMA,113.13
2679,MWJJAJDW,53.52
2680,GGHWFZCR,101.35
2681,CYYZWTPY,23.37
2682,MGRPSDMP,19.58
2683,FROZXPYE,87.13
2684,NZEUKOLK,113.78
2685,WUZELGHL,35.11
2686,VSFJLWVR,91.22
2687,PHVJWIRD,98.24
2688,UIEQMJOW,64.18
2689,PBUJGBJJ,98.71
2690,RPMAXUUK,42.96
2691,ZEERSTEV,25.92
2692,QCCXTSUX,102.56
2693,ZQCVAXZH,109.42
2694,KRACXWME,114.53
2695,ZHEWYCCK,72.99
2696,QIVUORZV,19.44
2697,ULZNBVFM,31.81
2698,PQIEAYKE,35.96
2699,PRPSXSDC,75.69
2700,VOXGKRVD,47.94
2701,WFHSWRMR,8.53
2702,YPUVSHJL,104.89
2703,WJFEZQHZ,34.64
2704,IJCNEPZC,7.09
2705,ENDIQMQV,7.22
2706,SUTDZVPS,107.61
2707,RNDSSOTY,118.39
2708,ESGRKEIJ,8.67
2709,DTGLJOEA,79.85
2710,EYQCGGUB,78.96
2711,USCJEUCN,74.46
2712,MKIGDBIV,119.08
2713,FTCNFWSJ,84.43
2714,HWCNZNFC,95.7
2715,OGDXPOCY,74.26
2716,BIAQQDPD,113.19
2717,XSEYPKSM,66.2
2718,BUFSJSME,19.29
2719,FWCJOSEB,50.51
2720,TINACDYL,103.98
2721,KLIMQBQS,30.29
2722,PFJJDHFM,108.34
2723,PHBMJGZH,80.31
2724,BRJOCZZM,109.76
2725,LBAPVSVV,37.21
2726,ZNZHGKAU,85.59
2727,HKDXQBID,42.39
2728,SGNUFAWY,16.18
2729,ETGJSYTE,57.92
2730,CDHPNFIN,17.28
2731,TDIJTMCY,106.8
2732,BPMZJQLG,111.73
2733,NODDAIIG,21.98
2734,RYDZKWAJ,75.62
2735,PNMJNXXF,64.16
2736,GGSYOPLF,81.08
2737,JCTPNZLL,119.29
2738,YPONRWOB,100.2
2739,WUJMEXBY,50.04
2740,PRKIHQTE,9.84
2741,XEWLSIDP,1.61
2742,VXDEKLOG,86.66
2743,BFINRIRL,106.81
2744,SQDSTSRP,62.34
2745,GXEHSMFV,99.67
2746,ECODQKWA,2.54
2747,JUGQZCMD,97.04
2748,QSDBQNFF,89.87
2749,IEOJLQRK,100.34
2750,XBZODDYE,50.2
2751,YURHNDAK,32.81
2752,NQDBNTXD,45.47
2753,RPHZFVAQ,59.28
2754,PRLBSJJF,6.55
2755,TBVFWHNA,76.03
2756,LVWBMAZY,68.64
2757,SYKXKSFM,65.59
2758,QXIQNOQJ,28.94
2759,HPBIXAXG,117.35
2760,WHWQTUFV,99.79
2761,SSKOZWSE,57.86
2762,FALTNOXQ,112.81
2763,VQSUAJIP,58.83
2764,GSLGLXZP,118.5
2765,TZWZESQV,65.79
2766,TPPKQVJL,88.97
2767,PETWYXNT,58.34
2768,CQLCVZIQ,60.97
2769,WHLVXQXB,82.71
2770,FCZRSNBL,46.28
2771,JTJGFUHZ,109.1
2772,CQNPLGVV,4.87
2773,HUAPVTHG,36.27
2774,MXJYHVJW,23.56
2775,JAZGBVCF,18.61
2776,OFZBEIJH,12.59
2777,AAGKPOAP,41.76
2778,XJAAQCYM,111.73
2779,COMNNZVA,108.04
2780,SWUGTXUT,25.64
2781,BBGBBZXR,29.6
2782,QQLESDPS,74.42
2783,YHLELRED,81.11
2784,SKVVHNOX,16.07
2785,FKZTASMH,33.86
2786,FDRPXUBR,69.08
2787,KJTCGYZX,25.19
2788,JRQCBTMH,5.32
2789,HSDRJJCH,80.97
2790,IYUYPJGS,25.35
2791,VZDAKSEL,17.46
2792,RPCKSVEE,118.36
2793,MOZGPZAI,114.63
2794,XVOUTTCP,81.34
2795,VLLJJEPS,104.61
2796,PJWMUNJO,30.52
2797,POXQYXDV,49.28
2798,LAWJMHXQ,103.44
2799,MNCONTMX,95.51
2800,UOUDQTUE,47.29
2801,VFJMBTHY,18.0
2802,NQVQGFRC,114.7
2803,UIYCSEMM,54.13
2804,TBRUSUQF,14.3
2805,YFDMQDEO,58.83
2806,PAWFCQFL,51.04
2807,UIWTPYPM,91.63
2808,FGKKPUSX,73.37
2809,CPGFUQEL,103.78
2810,PYRCNQWL,49.57
2811,CBHTKGGZ,84.85
2812,ROGQQUQG,112.23
2813,FFOIEHGD,66.21
2814,PUERDNIM,26.07
2815,IBJLOZGC,18.49
2816,LBHEXERT,59.97
2817,MOMKAHAR,85.23
2818,RZLFYTDN,107.54
2819,NDNABVKF,114.25
2820,ZGUNGBFW,114.08
2821,UASNOWBB,56.96
2822,TFNVYRMI,61.53
2823,KDEGVQLJ,70.12
2824,CELPWQCB,65.58
2825,CGVVVGAD,97.75
2826,OCREKGHC,115.72
2827,SMBLZFYE,7.19
2828,JXDYECZF,118.4
2829,NDXWVNGZ,75.18
2830,NRRXEBPS,67.68
2831,BJLJPOMX,78.76
2832,WNWEDPQY,42.41
2833,IRQTMVVI,61.45
2834,AYBWMHED,42.36
2835,VBCLMDOW,61.23
2836,QGAHTXCU,31.07
2837,EFZTWTEY,2.69
2838,XADQAKYO,29.1
2839,SXKLTSZB,25.37
2840,RRAXSKMS,62.83
2841,EQXRZEBZ,113.41
2842,HVQPBTAN,71.94
2843,YPQTDNNW,29.74
2844,XODISPOU,85.55
2845,YNPBMJBR,31.7
2846,GGLUMZXC,29.79
2847,KSGNLUIG,88.93
2848,BHMIGOQH,97.27
2849,YURGYOOU,25.6
2850,AMUNMEZF,14.95
2851,QVXJTMCD,34.91
2852,VINRFCRG,77.27
2853,JDENVHOK,33.48
2854,ALRRKKNN,111.16
2855,MNKQHNHG,107.21
2856,YMLHBMMY,69.41
2857,YYBVJCKX,100.87
2858,SUELKHUW,106.25
2859,AENMBSXM,68.48
2860,PPDKMCTY,95.36
2861,WWYEYWTW,26.17
2862,JXQLPGJW,105.88
2863,GIBFTKGC,67.29
2864,DWRZMFVQ,57.41
2865,NBJOEMEN,40.37
2866,ZGXAGQUP,42.09
2867,BVFBRZZN,35.59
2868,HCLNTTYI,75.13
2869,GXFHMHQC,77.14
2870,HVVODVSV,49.59
2871,EQALTHTC,64.95
2872,UCYARBIC,37.18
2873,KMJUVAPQ,81.98
2874,FOJQBLGH,21.67
2875,PYMPMKLE,54.03
2876,IKHQEKXB,92.76
2877,KQPNPMZB,96.31
2878,SPUSSEPP,36.98
2879,XDWSELWF,61.48
2880,QAUYQCSF,109.15
2881,CHFZANCD,74.92
2882,SLWWQGTU,50.01
2883,NLDFFTSH,27.21
2884,FRVKEGDY,83.36
2885,HOSBDUHR,22.41
2886,DNNWYNCI,95.07
2887,ITXEYXMN,36.44
2888,ZPSUWRMM,114.46
2889,AFIPEZOS,70.32
2890,MNYCOPAM,116.4
2891,EBMSENOO,92.54
2892,GVJQQUKN,15.97
2893,NYWSQKHM,116.95
2894,YDDCUDFU,4.65
2895,LBMLPZTP,116.45
2896,HITVEWWT,11.75
2897,SHOTKIKM,11.76
2898,SARTCFGS,107.47
2899,WDRZBHXZ,19.47
2900,XNZNCXJL,9.88
2901,FUPGPDOG,55.93
2902,DHDOJEBR,101.85
2903,MINLYRLS,117.03
2904,PIBSDOIR,51.02
2905,QCBEYPAK,64.2
2906,BUFSKCKM,118.32
2907,CGBGKQDQ,77.44
2908,AJKPDHWR,33.78
2909,ABFBUOIE,1.66
2910,PUEAFXTC,71.19
2911,LHEBCZBD,36.72
2912,DJDUJNKO,100.37
2913,JILKAUUS,24.57
2914,RSRVQTQO,65.76
2915,XITSJVYI,8.45
2916,GQHGPYDF,109.63
2917,IKPDOKGT,15.68
2918,QVPSYOHC,49.76
2919,QMDQRRHX,91.77
2920,SRWKBHDU,39.73
2921,GHDSCQPZ,2.73
2922,GEBCCTKX,106.48
2923,ODXGVWEO,80.6
2924,SSGQCFDJ,69.24
2925,ZSSQLPYF,6.99
2926,ISBOKCYI,93.5
2927,RIVRSVWJ,45.24
2928,LZZVSGXP,89.06
2929,YCGJPQIJ,107.91
2930,PJKUIVXB,60.25
2931,POVWUNAT,52.97
2932,SYMVEPTU,106.47
2933,SQSXAUSY,66.55
2934,UGDQDPTK,41.81
2935,XAOTJWKM,116.49
2936,APNCWHEH,93.14
2937,YBDYKKUI,73.07
2938,UQIORCER,107.2
2939,RAZNEPRP,6.83
2940,YZJGTZAG,74.6
2941,SKOVFJOA,29.99
2942,JMZJNUNU,96.24
2943,PMDUACQT,19.51
2944,BOMLHBOQ,54.68
2945,ZGHCXHHD,109.87
2946,RUPBLZUZ,80.65
2947,YIDYPEBV,53.25
2948,XTBWUNRC,80.33
2949,HYXYVWWX,97.32
2950,BOURXBBW,9.59
2951,QEPIMBCR,66.85
2952,LQGZLIIU,12.78
2953,INIXIQBI,29.64
2954,NNSPQBIX,9.36
2955,BJPZEOGG,106.51
2956,EQOCYXJJ,65.17
2957,GYCYAQGK,9.77
2958,BRGRWEQM,64.83
2959,OSFZZCON,90.33
2960,MUUNPIUG,18.12
2961,VENQUVHP,64.51
2962,NEOAXQBM,29.12
2963,QFIPPSHA,96.42
2964,USZENLLQ,68.06
2965,WPAJSQPM,43.84
2966,AMOGAODF,97.76
2967,KDRRDYGM,16.87
2968,MWMRHQYW,35.55
2969,LQXTRUZJ,117.77
2970,QNNRUGMJ,96.87
2971,WDXMMQTT,96.08
2972,XEJWAOHC,22.17
2973,OHXKPYKN,49.03
2974,KJOAGIYT,119.73
2975,LKDBTNIZ,37.63
2976,UDISVRHC,110.25
2977,SAPDMJRW,118.48
2978,JCFCXJBA,96.91
2979,WCJIFTXI,88.74
2980,NZCMECUJ,59.82
2981,HZUMHXAN,18.43
2982,QKLPINKS,53.76
2983,CQPBAMFW,44.53
2984,KTXAODCP,78.88
2985,CKOZBWUC,46.71
2986,VKAOZQNW,88.89
2987,MAZUTLZF,27.16
2988,TZGXIUHW,93.45
2989,TACHKDGU,62.83
2990,CDKHAXGN,81.2
2991,EQFSTATK,29.44
2992,BYMXEULR,10.46
2993,EIPBCKTV,72.77
2994,OACHQJPG,44.23
2995,ZNOQEBID,103.01
2996,XDSPDUPU,107.14
2997,CKFOQDOB,74.73
2998,OASNVUMQ,54.24
2999,RGEVOQKS,3.51
3000,TRIFNMBM,93.89
3001,JKZEGZMM,85.94
3002,XOGOJFNX,55.14
3003,SUUJANDY,77.04
3004,SKMTXGWS,39.57
3005,UOUYGBZP,68.33
3006,AXKLMGWN,19.57
3007,NRQUDFXD,92.92
3008,WLDZZZSU,34.39
3009,FPRRQKYR,7.58
3010,OTTRRQVL,25.67
3011,PNGOPYIL,90.42
3012,UDUGIVTQ,100.18
3013,SPXNVPBS,51.97
3014,LMFAXQII,83.14
3015,IXBCKCMK,40.71
3016,YUYBJLPK,62.88
3017,IGJNFIVH,85.7
3018,OVBKEBGB,41.38
3019,HMKDLQGQ,73.9
3020,YXOJNNLN,81.68
3021,NXATMGRZ,113.04
3022,KBIISBHT,51.13
3023,QOHQDHXP,48.2
3024,JJIDLGVA,16.31
3025,MHTTHSMB,103.45
3026,OYEKZPDH,102.8
3027,GJMIVJOQ,100.84
3028,HFTOTWKH,29.52
3029,IDFEWWNQ,2.31
3030,UVZMZFWW,16.26
3031,AORKSHWJ,50.59
3032,SWVQLMPY,20.92
3033,VQUKRCJX,69.22
3034,CTJAXVGP,45.75
3035,AYQQXJSI,77.66
3036,FPPIJBFV,111.03
3037,OFLBMSUK,85.05
3038,SPLUWZLQ,94.4
3039,NSBRRZJN,104.39
3040,DUTMDOLC,110.44
3041,OGMRXAEI,67.41
3042,PAIEOXKK,63.28
3043,FLJDETJE,52.85
3044,PFIIDFJZ,92.07
3045,OSWMGXLS,110.59
3046,WJTIEAQT,45.8
3047,JMZVSUHN,52.66
3048,WLJNWQKA,34.76
3049,EIHHHSTX,34.3
3050,JYLWYIFC,5.88
3051,VSHJGZVZ,89.15
